record_key,escalation,reason,decision_needed,title,record_url
doi:10.3389/fphar.2025.1571480,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Integrating network pharmacology, quantitative transcriptomic analysis, and experimental validation revealed the mechanism of cordycepin in the treatment of obesity",https://europepmc.org/article/MED/40438591
doi:10.3389/fphar.2025.1698734,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metabolite and gut microbiota co-biomarkers in Danggui Shaoyao San: insights into a shared therapeutic approach,https://europepmc.org/article/MED/41601981
doi:10.3389/fphar.2026.1799374,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Controversial effects of metformin on human physiology and pathophysiology,https://europepmc.org/article/MED/42110530
doi:10.3389/fphys.2022.887207,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Integrated Fecal Microbiome and Metabolomics Reveals a Novel Potential Biomarker for Predicting Tibial Dyschondroplasia in Chickens,https://europepmc.org/article/MED/35634144
doi:10.3389/fphys.2025.1677194,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Comprehensive analysis of risk factors and metabolic profiling in preclinical atherosclerosis: a cross-sectional study,https://europepmc.org/article/MED/41245272
doi:10.3389/fpls.2022.997292,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Root exudates and rhizosphere soil bacterial relationships of Nitraria tangutorum are linked to k-strategists bacterial community under salt stress,https://europepmc.org/article/MED/36119572
doi:10.3389/fpls.2026.1771042,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,A Moringa oleifera -based formulation for growth and mitigation of drought stress in tomato plants,https://europepmc.org/article/MED/41907745
doi:10.3389/jpps.2024.12568,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Lipotoxicity as a therapeutic target in obesity and diabetic cardiomyopathy,https://europepmc.org/article/MED/38706718
doi:10.3390/ani15223272,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Physiological Responses to Thermal Stress in the Liver of Gymnocypris eckloni Revealed by Multi-Omics,https://europepmc.org/article/MED/41301980
doi:10.3390/antiox12081488,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Physical Activity as a Modern Intervention in the Fight against Obesity-Related Inflammation in Type 2 Diabetes Mellitus and Gestational Diabetes,https://europepmc.org/article/MED/37627482
doi:10.3390/antiox13111377,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Cecal Microbial Diversity and Metabolome Reveal a Reduction in Growth Due to Oxidative Stress Caused by a Low-Energy Diet in Donkeys,https://europepmc.org/article/MED/39594519
doi:10.3390/biology10100944,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metabolomics in Retinal Diseases: An Update,https://europepmc.org/article/MED/34681043
doi:10.3390/biom13081170,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Physical Exercise and Appetite Regulation: New Insights,https://europepmc.org/article/MED/37627235
doi:10.3390/biom14101241,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Exercise, Neuroprotective Exerkines, and Parkinson's Disease: A Narrative Review",https://europepmc.org/article/MED/39456173
doi:10.3390/biom15101474,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metabolomics in the Context of Exercise in Subjects with Multimorbidity: A Pilot Study,https://europepmc.org/article/MED/41154704
doi:10.3390/brainsci13010049,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Lactate-Mediated Signaling in the Brain-An Update,https://europepmc.org/article/MED/36672031
doi:10.3390/brainsci9070156,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Neural State Monitoring in the Treatment of Epilepsy: Seizure Prediction-Conceptualization to First-In-Man Study,https://europepmc.org/article/MED/31266223
doi:10.3390/clinpract14060206,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Body Composition Changes and Factors Influencing the Total Weight Loss Rate After Laparoscopic Sleeve Gastrectomy,https://europepmc.org/article/MED/39727794
doi:10.3390/diagnostics15030327,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Wearables in Chronomedicine and Interpretation of Circadian Health,https://europepmc.org/article/MED/39941257
doi:10.3390/foods13223529,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Probiotic, Postbiotic, and Paraprobiotic Effects of Lactobacillus rhamnosus as a Modulator of Obesity-Associated Factors",https://europepmc.org/article/MED/39593945
doi:10.3390/foods14020193,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Studies on Quality Deterioration and Metabolomic Changes in Oysters Induced by Spoilage Bacteria During Chilled Storage,https://europepmc.org/article/MED/39856860
doi:10.3390/foods14213803,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Lactiplantibacillus plantarum Z45 from Sour Soup Improves Flavor and Safety of Fermented Corn: Insights from Genomic and Metabolomic Approaches,https://europepmc.org/article/MED/41227772
doi:10.3390/ijms20133360,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metabolomic Studies of Tissue Injury in Nonhuman Primates Exposed to Gamma-Radiation,https://europepmc.org/article/MED/31323921
doi:10.3390/ijms23063193,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Investigating the Short Peptidome Profile of Italian Dry-Cured Ham at Different Processing Times by High-Resolution Mass Spectrometry and Chemometrics,https://europepmc.org/article/MED/35328611
doi:10.3390/ijms24021168,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,UPLC-Q-TOF/MS-Based Metabolomics Approach Reveals Osthole Intervention in Breast Cancer 4T1 Cells,https://europepmc.org/article/MED/36674685
doi:10.3390/ijms241512259,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Adipocyte- and Monocyte-Mediated Vicious Circle of Inflammation and Obesity (Review of Cellular and Molecular Mechanisms),https://europepmc.org/article/MED/37569635
doi:10.3390/ijms25010195,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Distinct Metabolic Profiles of Ocular Hypertensives in Response to Hypoxia,https://europepmc.org/article/MED/38203366
doi:10.3390/ijms251810044,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Novel Metabolites Associated with Decreased GFR in Finnish Men: A 12-Year Follow-Up of the METSIM Cohort,https://europepmc.org/article/MED/39337529
doi:10.3390/ijms252011033,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Unveiling the Metabolomic Profile of Oily Sensitive Skin: A Non-Invasive Approach,https://europepmc.org/article/MED/39456816
doi:10.3390/ijms26157171,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metabolomics and Lipidomics Explore Phenotype-Specific Molecular Signatures for Phenylketonuria,https://europepmc.org/article/MED/40806304
doi:10.3390/ijms26189211,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,An Emerging Paradigm for ABCC5/MRP5 Function in Human Physiology,https://europepmc.org/article/MED/41009771
doi:10.3390/ijms262210864,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Unraveling Obesity: A Five-Year Integrative Review of Transcriptomic Data,https://europepmc.org/article/MED/41303351
doi:10.3390/ijms262411808,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Untargeted Metabolomic Study for Urinary Characterization of Adult Patients with Phenylketonuria,https://europepmc.org/article/MED/41465241
doi:10.3390/ijms27031470,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Combined Transcriptomic and Metabolomic Analyses of Low-Temperature Adaptation in Bursaphelenchus xylophilus ,https://europepmc.org/article/MED/41683894
doi:10.3390/metabo11010008,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Using Out-of-Batch Reference Populations to Improve Untargeted Metabolomics for Screening Inborn Errors of Metabolism,https://europepmc.org/article/MED/33375624
doi:10.3390/metabo12090787,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,The Roles of Gut Microbiome and Plasma Metabolites in the Associations between ABO Blood Groups and Insulin Homeostasis: The Microbiome and Insulin Longitudinal Evaluation Study (MILES),https://europepmc.org/article/MED/36144194
doi:10.3390/metabo12090804,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Metabolite Changes in Orange Dead Leaf Butterfly Kallima inachus during Ontogeny and Diapause,https://europepmc.org/article/MED/36144209
doi:10.3390/metabo14090479,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Impact of Phenylketonuria on the Serum Metabolome and Plasma Lipidome: A Study in Early-Treated Patients,https://europepmc.org/article/MED/39330486
doi:10.3390/metabo14110589,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Exercise as a Therapeutic Strategy for Obesity: Central and Peripheral Mechanisms,https://europepmc.org/article/MED/39590824
doi:10.3390/metabo15050342,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Lipid Subclasses Differentiate Insulin Resistance by Triglyceride-Glucose Index,https://europepmc.org/article/MED/40422918
doi:10.3390/metabo15060349,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,An Integrated Analysis of Transcriptomic and Metabolomic Effects Reveals Insights into Stress Responses in Largemouth Bass ( Micropterus salmoides ) Under MS-222 (Tricaine Methanesulfonate) Exposure,https://europepmc.org/article/MED/40559373
doi:10.3390/metabo16050335,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,The Effect of Angiotensin (1-7) on Serum Metabolomics in Obese Type 2 Diabetic Mice,https://europepmc.org/article/MED/42188044
doi:10.3390/metabo6010011,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Evaluation of Cancer Metabolomics Using ex vivo High Resolution Magic Angle Spinning (HRMAS) Magnetic Resonance Spectroscopy (MRS),https://europepmc.org/article/MED/27011205
doi:10.3390/metabo9120289,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Untargeted Metabolomics-Based Screening Method for Inborn Errors of Metabolism using Semi-Automatic Sample Preparation with an UHPLC- Orbitrap-MS Platform,https://europepmc.org/article/MED/31779119
doi:10.3390/microorganisms14030652,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Effects of Galacto-Oligosaccharide Supplementation on Cecal Microbiota, Phospholipid and Aromatic Amino Acid Metabolism in Mice",https://europepmc.org/article/MED/41900411
doi:10.3390/molecules29235656,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Progress in Lactate Metabolism and Its Regulation via Small Molecule Drugs,https://europepmc.org/article/MED/39683818
doi:10.3390/nu15081853,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Sarcopenia and Cognitive Decline in Older Adults: Targeting the Muscle-Brain Axis,https://europepmc.org/article/MED/37111070
doi:10.3390/nu16213664,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Preparation Process Optimization of Glycolipids from Dendrobium officinale and the Difference in Antioxidant Effects Compared with Ascorbic Acid,https://europepmc.org/article/MED/39519497
doi:10.5114/aoms/203475,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Mendelian randomization analysis of 1,400 genetically predicted blood metabolites and ovarian cancer risk",https://europepmc.org/article/MED/42305316
doi:10.5312/wjo.v16.i12.110992,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,"Intertwined roles of microRNA-155 and metformin in osteoarthritis: Novel potential diagnostic, prognostic, and therapeutic modulators",https://europepmc.org/article/MED/41480503
doi:10.6065/apem.2448218.109,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Myokines and interorgan crosstalk: bridging exercise to health promotion and disease prevention,https://europepmc.org/article/MED/40335041
doi:10.6133/apjcn.202602_35(1).0007,subject_name_not_located_in_record,"the index matched this record on full text, but the queried name does not appear in the retrieved title or abstract",check the full text before treating this record as subject evidence,Causal roles of immune cells and plasma metabolites in esophageal cancer: A Mendelian randomization study with nutritional insights,https://europepmc.org/article/MED/41565233
doi:10.1007/s11306-025-02260-0,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Exercise intensity determines circulating levels of Lac-Phe and other exerkines: a randomized crossover trial,https://doi.org/10.1007/s11306-025-02260-0
doi:10.1016/j.jcmgh.2025.101558,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Exercise-induced Metabolite N-lactoyl-phenylalanine Ameliorates Colitis by Inhibiting M1 Macrophage Polarization via the Suppression of the NF-κB Signaling Pathway,https://europepmc.org/article/MED/40562095
doi:10.1016/j.jnutbio.2023.109269,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,"Trans-10, cis-12 conjugated linoleic acid- and caloric restriction-mediated upregulation of CNDP2 expression in white adipose tissue in rodents, with implications in feeding and obesity",https://europepmc.org/article/MED/36641073
doi:10.1016/j.mcpro.2023.100601,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Plasma Proteomic Kinetics in Response to Acute Exercise,https://europepmc.org/article/MED/37343698
doi:10.1038/s41467-024-51174-3,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,SLC17A1/3 transporters mediate renal excretion of Lac-Phe in mice and humans,https://europepmc.org/article/MED/39134528
doi:10.1038/s41586-022-04828-5,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,An exercise-inducible metabolite that suppresses feeding and obesity,https://europepmc.org/article/MED/35705806
doi:10.1038/s42255-025-01377-9,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Lac-Phe induces hypophagia by inhibiting AgRP neurons in mice,https://europepmc.org/article/MED/40957996
doi:10.1038/s44321-026-00408-6,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,"The anti-obesogenic metabolite, Lac-Phe, is elevated by metformin treatment in prostate cancer patients",https://europepmc.org/article/MED/41942753
doi:10.1073/pnas.1424638112,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,N-lactoyl-amino acids are ubiquitous metabolites that originate from CNDP2-mediated reverse proteolysis of lactate and amino acids,https://europepmc.org/article/MED/25964343
doi:10.1101/2022.09.07.22279536,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Exercise-Induced N-Lactoylphenylalanine Predicts Adipose Tissue Loss during Endurance Training in Overweight and Obese Humans,https://doi.org/10.3390/metabo13010015
doi:10.1101/2024.04.18.589815,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,SLC17 transporters mediate renal excretion of Lac-Phe in mice and humans,https://doi.org/10.1101/2024.04.18.589815
doi:10.1101/2025.10.22.683699,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Exercise intensity modulates the human plasma secretome and interorgan communication,https://europepmc.org/article/PPR/PPR1106168
doi:10.1152/ajpendo.00037.2025,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Gut lactate increases circulating l-Lac-Phe and key metabolites linked to GLP-1 and human health,https://europepmc.org/article/MED/40418349
doi:10.1186/s12877-025-05832-w,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,"Association between physical activity, trouble sleeping, and obesity among older Americans: a cross-sectional study based on NHANES data from 2007 to 2018",https://europepmc.org/article/MED/40069615
doi:10.1186/s12902-026-02441-5,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,The effect of blood flow restriction training on abdominal visceral fat and plasma N-lactoylphenylalanine among adults with obesity,https://doi.org/10.1186/s12902-026-02441-5
doi:10.1186/s13293-025-00780-x,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Sexual dimorphism in the serum metabolome following acute exhaustive exercise,https://europepmc.org/article/MED/41199406
doi:10.1186/s40798-026-00989-z,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,"Characterizing Human Oxidative, Anabolic and Glycolytic Metabolism in Athletes with Extreme Physiologies",https://europepmc.org/article/MED/41801539
doi:10.1210/clinem/dgaf296,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Maternal Physical Activity and Its Relationship to the Human Milk Metabolome and Infant Body Composition,https://europepmc.org/article/MED/40417941
doi:10.1249/mss.0000000000003800,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Dynamic Metabolic Changes Driven by Exercise Intensity in Acute Swimming,https://europepmc.org/article/MED/40601479
doi:10.1371/journal.pone.0288996,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Responsiveness to endurance training can be partly explained by the number of favorable single nucleotide polymorphisms an individual possesses,https://europepmc.org/article/MED/37471354
doi:10.23937/2378-3672/1410077,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Lac-Phe: An Exercise Induced Metabolite with Immunomodulatory Potential in Inflammatory Diseases,https://doi.org/10.23937/2378-3672/1410077
doi:10.3389/fendo.2023.1289574,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,The effect of blood flow restriction exercise on N-lactoylphenylalanine and appetite regulation in obese adults: a cross-design study,https://doi.org/10.3389/fendo.2023.1289574
doi:10.3389/fphys.2023.1143966,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Distinct microRNA and protein profiles of extracellular vesicles secreted from myotubes from morbidly obese donors with type 2 diabetes in response to electrical pulse stimulation,https://europepmc.org/article/MED/37064893
doi:10.3389/fphys.2025.1677194,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Comprehensive analysis of risk factors and metabolic profiling in preclinical atherosclerosis: a cross-sectional study,https://europepmc.org/article/MED/41245272
doi:10.3389/fspor.2025.1600714,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,"Proof-of-concept of a prior validated LC-MS/MS method for detection of N-lactoyl-phenylalanine in dried blood spots before, during and after a performance diagnostic test of junior squad triathletes",https://doi.org/10.3389/fspor.2025.1600714
doi:10.3390/antiox15040441,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,The Emerging Role of N-Lactoyl-Phenylalanine (Lac-Phe) in Metabolic Regulation and Disease: From Exercise-Induced Metabolite to Therapeutic Candidate,https://doi.org/10.3390/antiox15040441
doi:10.3390/biom15101474,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Metabolomics in the Context of Exercise in Subjects with Multimorbidity: A Pilot Study,https://europepmc.org/article/MED/41154704
doi:10.35630/2026/16/iss.1.003,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Exercise-induced N-lactoyl-phenylalanine and its potential role in appetite regulation and obesity,https://doi.org/10.35630/2026/16/iss.1.003
doi:10.35630/2026/16/iss.1.033,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,Exercise-induced N-lactoyl-phenylalanine and its potential role in appetite regulation and obesity,https://doi.org/10.35630/2026/16/iss.1.033
doi:10.5114/biolsport.2025.145912,unresolved_data_deposition,no repository accession appears in the retrieved bibliographic text; absence here is not evidence of no deposition,check the full-text data availability statement before recording a deposition gap,N-Lactoyl amino acids as metabolic biomarkers differentiating low and high exercise response,https://europepmc.org/article/MED/40182705
doi:10.1002/dmrr.70060/v1/review1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Review for ""N-Lactoyl Amino Acids: Emerging Biomarkers in Metabolism and Disease""",https://doi.org/10.1002/dmrr.70060/v1/review1
doi:10.1002/dmrr.70060/v1/review2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Review for ""N-Lactoyl Amino Acids: Emerging Biomarkers in Metabolism and Disease""",https://doi.org/10.1002/dmrr.70060/v1/review2
doi:10.1002/dmrr.70060/v1/review3,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Review for ""N-Lactoyl Amino Acids: Emerging Biomarkers in Metabolism and Disease""",https://doi.org/10.1002/dmrr.70060/v1/review3
doi:10.1002/dmrr.70060/v2/decision1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Decision letter for ""N-Lactoyl Amino Acids: Emerging Biomarkers in Metabolism and Disease""",https://doi.org/10.1002/dmrr.70060/v2/decision1
doi:10.1002/hsr2.70067,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,The effects of acute aerobic exercise on appetite-regulating parameters and energy intake in males with obesity,https://europepmc.org/article/MED/39263536
doi:10.1007/978-3-540-71095-0_5776,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Lactoyl Methylsilanol Elastinate,https://doi.org/10.1007/978-3-540-71095-0_5776
doi:10.1007/978-3-540-71095-0_5777,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Lactoyl Phytosphingosine,https://doi.org/10.1007/978-3-540-71095-0_5777
doi:10.1007/978-3-642-86605-0_178,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Lactoyl-CoA dehydratase,https://doi.org/10.1007/978-3-642-86605-0_178
doi:10.1007/s10557-026-07858-7,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"N-Lac-Phe Ameliorates Myocardial Cell Death by Improving Mitochondrial Dysfunction, Ultimately Improving TAC-induced Heart Failure",https://doi.org/10.1007/s10557-026-07858-7
doi:10.1007/s11428-022-00958-6,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Lac-Phe: Ansatz für die nächste Klasse von Adipositasmedikamenten?,https://doi.org/10.1007/s11428-022-00958-6
doi:10.1016/j.ajcnut.2026.101262,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Muscle movement and metabolism: exercise and skeletal muscle as mediators of health-a report from the 26th Annual Harvard Nutrition Obesity Symposium, 2025",https://europepmc.org/article/MED/41812769
doi:10.1016/j.bioflm.2024.100201,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,New insights into the antibiofilm activity and mechanism of Mannosylerythritol Lipid-A against Listeria monocytogenes EGD-e,https://europepmc.org/article/MED/38779407
doi:10.1016/j.bios.2025.117149,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Rapid indirect detection of N-lactoyl-phenylalanine using dual DNA biosensors based on solution-gated graphene field-effect transistor,https://europepmc.org/article/MED/39818180
doi:10.1016/j.cmet.2022.07.007,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Outrunning obesity with Lac-Phe?,https://europepmc.org/article/MED/35921816
doi:10.1016/j.dmpk.2025.101424,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Implication of H+/peptide transporters (PEPTS) on uptake of N-lactoylphenylalanine (LAC-PHE) in the intestinal and renal epithelial cells,https://doi.org/10.1016/j.dmpk.2025.101424
doi:10.1016/j.ebiom.2024.105507,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Untargeted metabolome atlas for sleep-related phenotypes in the Hispanic community health study/study of Latinos,https://europepmc.org/article/MED/39693737
